WikidataID,itemLabel,en_description,sitelinks
Q214215,La Paz,"capital city of Baja California Sur, México",58
Q5865090,Kapisi,"capital of Kingdo of Kapisa, now in Afghanistan",2
Q587746,Siret,"town in Suceava County, Romania",37
Q3870,Nairobi,capital city of Kenya,205
Q5831,Melilla,Autonomous city of Spain in North Africa,132
Q5869,Lhasa,prefecture-level city and capital of Tibet,132
Q181966,Naha,"capital city of Okinawa prefecture, Japan",81
Q10825605,Q10825605,,1
Q1354411,Arjona,"municipality in the province of Jaén, Spain",43
Q209009,Telavi,"City in Kakheti region, Georgia",63
Q1000883,Lachin,city in Azerbaijan,42
Q4115712,Kaunas,city and administrative center of Kaunas County in Lithuania,132
Q11409340,Harunotsuji Site,,3
Q200019,Jodhpur,"city in Rajasthan, India",84
Q986336,Grootfontein,city in Namibia,29
Q1330939,Jiaohe Ruins,Abandoned city along the Silk Road in western China,16
Q16572,Guangzhou,"capital city of Guangdong Province, China",152
Q34820,Santo Domingo,capital of the Dominican Republic,134
Q23800,Valletta,capital of Malta,161
Q321197,Cieszyn,"border town in southern Poland and the administrative seat of Cieszyn County, Silesian Voivodeship",54
Q1044072,Baia,"commune in Suceava County, Romania",25
Q190060,Citadel of the Hồ Dynasty,"UNESCO World Heritage site in Thanh Hóa, Vietnam",47
Q3798365,Indrapura,Cham capital,9
Q199547,Harran,ancient city in Upper Mesopotamia and modern city in Turkey,61
Q10967863,Khalkhāl,"city in Ardabil, Iran",20
Q25302,Racibórz,town in southern Poland,103
Q7929221,Vijaya,Cham capital,10
Q193325,Merv,city in Turkmenistan,64
Q3306,Panama City,capital of Panama,142
Q46852,Iași,city and seat of Iași County in the historical region of Moldavia in north-eastern Romania,101
Q3726,Banjul,capital of The Gambia,152
Q858024,Hippo Regius,"ancient name for the modern city of Annaba, Algeria",28
Q569766,Shahrisabz,city in Uzbekistan,62
Q66485,Jaipur,"capital of Rajasthan, India",130
Q46400,Suceava,"city in Suceava County, Romania",66
Q1330294,Jiankang,"ancient Chinese city, modern Nanjing",14
Q4103587,Q4103587,,4
Q7003,Dijon,"commune in Côte-d'Or, France",124
Q3285556,Mandore,"Ancient capital of Marwar, now archaeological site and town north of Jodhpur",8
Q132572,Tiraspol,capital of Transnistria,100
Q170532,Amasya,city in Turkey,83
Q748832,Chios,Greek town on the omonymous island,42
Q854385,Debrc,"former town, today a village, located in the Vladimirci municipality in Mačva District of Serbia",14
Q4706020,Alamut Castle,"castle in Qazvin County, Iranian national heritage site",43
Q3703,Bamako,capital of Mali,167
Q111218,Novellara,Italian comune,47
Q3202121,L'Anse-Saint-Jean,"municipality in Quebec, Canada",10
Q613943,Deyr el-Qamar,human settlement,26
Q31583,Kapan,town in Armenia,64
Q79815,Mulhouse,"commune in Haut-Rhin, France",101
Q863240,Sarab,"capital city of Sarab County, East Azerbaijan Province, Iran",24
Q146699,Zanjan,"city in Zanjan Province, Iran",58
Q727464,Concepción del Uruguay,city in Argentina,28
Q1021662,Gibeah,mountain in Israel,20
Q3492539,Manjacaze,town and district in  Mozambique,9
Q927703,Santa Fe de Antioquia,municipality of Colombia,35
Q12496587,Mandor,"district in Landak Regency, Kalimantan Barat Province, Indonesia",5
Q628,Bergamo,"comune in Lombardy, Italy",118
Q160927,Blois,"French commune in Loir-et-Cher, Centre-Val de Loire",87
Q179665,Urmia,"city in West Azerbaijan Province, Iran",68
Q14404,Bulungan,"regency in North Kalimantan, Indonesia",13
Q3551,Rabat,capital of Morocco,173
Q1362,Islamabad,capital city of Pakistan,173
Q322361,Ribe,town in Denmark,43
Q30565,Melfi,Italian comune,60
Q42053,Isfahan,"City in Iran, Isfahan province, center of Isfahan county",124
Q1888763,Kodok,town in Upper Nile state of Sudan,19
Q321475,Kollam,"city in Kerala, India",58
Q12515011,Simpang Hilir,"district in Kayong Utara Regency, Kalimantan Barat Province, Indonesia",4
Q5826,Xi'an,"capital of Shaanxi Province, China",132
Q3192287,Kalâa of Ait Abbas,building in Algeria,5
Q6231,Cremona,Italian city in Lombardy,98
Q60845861,Tolosa,"ancient Roman city in Toulouse, France",1
Q42308,Kharkiv,capital city of Kharkiv Oblast in eastern Ukraine,141
Q42194,New Athos,"town in Abkhazia, Georgia",49
Q715228,Limbdi,"town in Gujarat state, India",21
Q22690,Metz,"commune in Moselle, France",114
Q131350,Nishapur,"city in Razavi Khorasan Province, Iran",83
Q1308,Como,Italian city,106
Q691278,Yvetot,"commune in Seine-Maritime, France",40
Q196934,Ussuriysk,"town in Primorsky Krai, Russia",60
Q7635708,Sukadana,"district in Kayong Utara Regency, Kalimantan Barat Province, Indonesia",6
Q12829733,Belém,"municipality in Brazil, the capital and largest municipality of state of Pará in the country's north",94
Q25270,Pristina,capital of Kosovo,143
Q1334331,Sijilmasa,Medieval Moroccan city,22
Q185134,Tlemcen,city in Algeria,52
Q1949850,Nalgonda,"city in Nalgonda mandal of Nalgonda district, Telangana, India",31
Q1410,Gibraltar,British Overseas Territory,200
Q1629,Zamboanga City,city of the Philippines,59
Q13148974,Muara Pawan,"district in Ketapang Regency, Kalimantan Barat Province, Indonesia",4
Q3787,Abuja,capital city of Nigeria,170
Q3909,Maseru,capital of Lesotho,141
Q6221,Brescia,Italian city in Lombardy,108
Q9022,Guadalajara,capital and largest city of Mexican state Jalisco,161
Q1649448,Medjana,municipality of Algeria,13
Q540729,Aumelas,"commune in Hérault, France",41
Q921719,Pudukkottai,city,29
Q146450,Halych,city in the Ivano-Frankisk Oblast of Ukraine,44
Q47483,Sagunto,"municipality in Camp de Morvedre, Valencia Province, Spain",57
Q167166,Vengi,ancient kingdom and region in southern India,8
Q100041,Carpi,Italian comune in Emilia-Romagna,68
Q12273,Gijón,"city and municipality in Asturias, Spain",91
Q103305,Volterra,Italian comune,74
Q11435960,Ō,"dissolved municipality in Tokyo, Japan",2
Q4991476,Yuxarı Öysüzlü,human settlement in Azerbaijan,12
Q6962629,Vinica,"village in Črnomelj municipality, southern Slovenia",13
Q32056,Badakhshan,historic region comprising parts of what is now northeastern Afghanistan and southeastern Tajikistan,37
Q3917,Bocholt,"town in the district of Borken, in North Rhine-Westphalia, Germany",56
Q22990,Rosheim,"commune in Bas-Rhin, France",43
Q43165,San Carlos,city of the Philippines in the province of Pangasinan,24
Q42788,Solferino,Italian comune,52
Q6602,Strasbourg,capital and largest city of Grand Est; located in the historical region of Alsace,178
Q738496,Assab,city,41
Q45313,Herat,"capital of Herat Province, Afghanistan",100
Q528086,Ellisville,"city in Mississippi, United States",33
Q4103696,Vardanzi,ancient city near Bukhara,4
Q32064539,Al-Mawazin,,5
Q3437,Perugia,Italian comune,112
Q11934791,Manazkert,Wikimedia disambiguation page,1
Q3001,Paramaribo,capital of Suriname,142
Q214725,Massa Marittima,Italian comune,55
Q1663,Split,"city in Split-Dalmatia County, Croatia",106
Q87,Alexandria,second largest city in Egypt,160
Q22494089,Kabare,human settlement in Democratic Republic of the Congo,4
Q38834,Nuku'alofa,capital city of Tonga,111
Q5753,Samarkand,city in Uzbekistan,133
Q2837,Kaluga,town and administrative center of Kaluga Oblast in central Russia,92
Q171714,Kerman,"capital city of Kerman Province, Iran",73
Q287148,Épernon,"commune in Eure-et-Loir, France",36
Q22727,Obernai,"commune in Bas-Rhin, France",55
Q999493,Dori,"place in Sahel Region, Burkina Faso",25
Q65051446,Irqa,village in Yemen,2
Q48338,Kayseri,city in Turkey,106
Q100932,Soragna,Italian comune,46
Q22636,Wissembourg,"commune in Bas-Rhin, France",61
Q3140630,Ise Ekiti,"place in Ekiti State, Nigeria",8
Q3070,San José,capital of Costa Rica,134
Q213251,Beja,municipality and city in Portugal,56
Q475802,Zaranj,city in Afghanistan,39
Q71,Geneva,city in Switzerland and capital of its canton,174
Q16171566,Michuhol,,1
Q3411696,Dullu,human settlement in Nepal,10
Q2907,Sucre,constitutional capital of Bolivia,136
Q1342519,Sonid Right Banner,"banner of Innet-Mongolia, China",16
Q121157,Mashhad,"capital city of Razavi Khorasan Province, and second largest city in Iran",103
Q2968378,Château d'Échéry,,3
Q270294,Saint-Jean-Pied-de-Port,"commune in Pyrénées-Atlantiques, France",50
Q4026101,Tel Yokneam,Archaeological site,7
Q1002823,Fomboni,Capital of Mohéli,31
Q3370,Zadar,"county seat city in Zadar County, Croatia",93
Q12492354,Poso,administrative seat of Poso Regency,13
Q11462,Surabaya,"city and capital of East Java, Indonesia",108
Q277374,Bojano,Italian comune,53
Q279681,Thouars,"commune in Deux-Sèvres, France",42
Q9310,Dili,capital of East Timor,144
Q23661,Wellington,"capital of New Zealand; urban area of the cities of Wellington, Lower Hutt, Upper Hutt, and Porirua",173
Q12919,Majuro,"coral atoll, capital of the Marshall Islands",112
Q515229,Ngerulmud,capital of Palau,78
Q36281,Roseau,capital of Dominica,113
Q3733,Conakry,capital of Guinea,149
Q3805,Amman,capital of Jordan,175
Q41547,St. George's,capital of Grenada,115
Q40921,Honiara,"capital of Solomon Islands, on the tropical island Guadalcanal",117
Q36526,Port Moresby,capital of Papua New Guinea,136
Q83485,Kaysersberg,"former commune in Haut-Rhin, France",53
Q31026,Yaren District,district and de facto capital of Nauru,102
Q3274,Managua,capital of Nicaragua,143
Q2933,Asunción,capital of Paraguay,163
Q244565,Trévoux,"commune in Ain, France",51
Q751907,Heian-kyō,"former name of Kyoto, capital of Japan 794-1868",32
Q3114,Canberra,capital of Australia,191
Q131233,South Tarawa,capital of Kiribati,87
Q36260,Apia,capital of Samoa,131
Q11907651,Balansiya,City of Valencia during Islamic period,1
Q41474,Kingstown,capital of Saint Vincent and the Grenadines,104
Q42751,Palikir,capital of Federated States of Micronesia,104
Q960239,Allada,commune of Benin,24
Q1844,Vaduz,capital of Liechtenstein,168
Q270500,Muharraq,city; former capital of Bahrain,43
Q22737,Sélestat,"commune in Bas-Rhin, France",57
Q22730,Haguenau,"commune in Bas-Rhin, France",71
Q149419,Munster,"commune in Haut-Rhin, France",50
Q207620,Meaux,"commune in Seine-et-Marne, France",64
Q21430,Seltz,"commune in Bas-Rhin, France",45
Q130994,Colmar,"commune in Haut-Rhin, France",92
Q3110404,Zoutpansberg,city in South Africa,7
Q34126,Funafuti,atoll and capital of Tuvalu,109
Q1491,La Paz,seat of government of Bolivia,144
Q157729,Turckheim,"commune in Haut-Rhin, France",48
Q34692,Kingston,capital of Jamaica,141
Q9361,Bishkek,capital of Kyrgyzstan,169
Q3861,Doha,capital of Qatar,170
Q18808,Pyongyang,capital city of North Korea,177
Q2467,Nassau,capital city of the Commonwealth of the Bahamas,128
Q3238,Tegucigalpa,capital city of Honduras,145
Q3882,Manama,capital of Bahrain,150
Q41295,Basseterre,capital of Saint Kitts and Nevis,110
Q3659,N'Djamena,capital and largest city of Chad,149
Q41699,Castries,capital of Saint Lucia,115
Q36262,Saint John's,capital city of Antigua and Barbuda,120
Q1777841,Arcos de la Llana,"municipality of Burgos Province, Spain",33
Q6934,Blagoveshchensk,city in the Russian Far East,92
Q158216,Nassau,"town in Rhein-Lahn-Kreis in Rhineland-Palatinate, Germany",37
Q19279,Aversa,Italian comune,63
Q406488,Malko Tarnovo,town in Bulgaria,26
Q894,Samara,"city in Samara Oblast, Russia",127
Q487070,Dessau,"town, district of Dessau-Roßlau",64
Q1615291,Laguna,municipality of Brazil,33
Q874262,Ladysmith,"city in KwaZulu-Natal, South Africa",30
Q170482,Avarua,capital city of the Cook Islands,75
Q207972,"Tepic, Nayarit",city and municipality in Mexico,55
Q15678,Cáceres,"town of Extremadura, Spain",83
Q93230,Rawalpindi,"city in Punjab, Pakistan",93
Q186234,Kufa,"city in Iraq, about 170 kilometres (110 mi) south of Baghdad, and 10 kilometres (6.2 mi) northeast of Najaf.",69
Q1563,Havana,capital and largest city of Cuba,180
Q185541,Brixen,"municipality in South Tyrol, Italy",77
Q196483,Starodub,"human settlement in Starodub Urban Okrug, Bryansk Oblast, Russia",41
Q193177,Sandomierz,city and urban gmina of Poland,58
Q740974,Koulikoro,town in Mali,39
Q614890,Kannauj,town in India,45
Q1915327,MUSQUT,"city in Ad Dakhiliyah Region, Oman",38
Q456,Lyon,"commune in the metropolis of Lyon, France",179
Q795595,Songkhla,"city in Songkhla province, Thailand",38
Q3780,Freetown,capital of Sierra Leone,145
Q2651919,Compostela,"municipality in Nayarit, Mexico",18
Q698634,Arpad,ancient city in Syria,18
Q181578,Qazvin,"city in Qazvin Province, Iran",66
Q3901,Moroni,capital of Comoros,135
Q1006330,Nabadwip,"City in West Bengal, India",28
Q41827,Chittorgarh,city in Rajasthan state of western India,42
Q5815,Tyumen,city in eastern Russia,94
Q200340,Udaipur,"city in Rajasthan, India",75
Q488315,Lustenau,"municipality in Dornbirn District, Vorarlberg, Austria",52
Q720318,Maku,"city in West Azarbaijan Province, Iran",35
Q548097,Visegrád,town in Hungary,47
Q907974,Tell Tayinat,human settlement,15
Q551056,Mértola,municipality and town of Portugal,30
Q25409,Košice,city in Slovakia,103
Q244324,Guadix,"municipality in Granada, Spain",54
Q18082,Masserano,Italian comune,47
Q2037695,Florynka,"place in Lesser Poland, Poland",16
Q5073874,Charaideo,human settlement in India,4
Q388224,Shamakhi,city in Azerbaijan,48
Q181007,Hattusa,capital of Hittite empire,64
Q642660,Põltsamaa,"town in Põltsamaa Parish, in Jõgeva County, Estonia",42
Q1012840,Uluborlu,district of Turkey,22
Q917814,Stari Ras,archaeological site in Serbia,38
Q607186,Karimabad,"town in Gilgit-Baltistan, Pakistan",16
Q311341,Al-Hasa,oasis historical region in eastern Saudi Arabia,37
Q194338,São Carlos,"city in the state of São Paulo, Brazil",44
Q927965,Guardamar del Segura,municipality of Spain,42
Q244747,Tudela,"municipality in Navarre, Spain",53
Q1087556,Cospaia,frazione of Italy,7
Q3852,Worms,"town in Rhineland-Palatinate, Germany",90
Q976318,Chhaya,"city in Gujarat, India",12
Q5582862,Cuzco,"historic city of Peru, capital of Cuzco region",110
Q820972,Tadjoura,city,43
Q156747,Poltava,capital city of Poltava Oblast in central Ukraine,91
Q83404,Timișoara,"city in Timiș County, Romania",107
Q2087762,Amaravathi,village in Guntur district of the Indian state of Andhra Pradesh,23
Q3876,Lilongwe,capital of Malawi,139
Q13367,Forlì,Italian comune,91
Q3604,Djibouti,capital city of Djibouti,135
Q1519,Abu Dhabi,capital city of the United Arab Emirates,170
Q3940,Victoria,capital city of the Seychelles,132
Q47986,Eraclea,Italian comune,57
Q12522581,Tulusan,"village in Kepulauan Siau Tagulandang Biaro, North Sulawesi Province, Indonesia",2
Q3866,Dodoma,city and capital of Tanzania,143
Q3751,Praia,capital of Cape Verde,146
Q3825,Libreville,capital of Gabon,147
Q3881,Lusaka,capital of Zambia,154
Q7493270,Sheikhsar,"village in Rajasthan, India",3
Q9347,Malé,capital of Maldives,141
Q1947,Juba,capital of the Republic of South Sudan,136
Q9279,Bandar Seri Begawan,capital of Brunei,144
Q9365,Dushanbe,capital of Tajikistan,161
Q1361,Hyderabad,"city in Hyderabad district, Telangana, India",125
Q3768,Yamoussoukro,capital city of Côte d'Ivoire,145
Q3904,Mbabane,capital of Eswatini,131
Q101418,Lobamba,city in Eswatini,84
Q1867,Taipei,capital of Taiwan,173
Q37400,Naypyidaw,capital city of Myanmar (Burma),135
Q16869,Constantinople,"capital of the Eastern Roman, Latin and Ottoman Empires, currently Istanbul, Turkey",114
Q190184,Harar Jugol,city in the east of Ethiopia,68
Q2209215,São João dos Angolares,town in São Tomé and Príncipe,13
Q3674,Niamey,capital of Niger,147
Q1886727,Malamocco,human settlement in Italy,16
Q3932,São Tomé,capital city of São Tomé and Príncipe,132
Q3929,Port Louis,capital of Mauritius,140
Q3748,Monrovia,capital city of Liberia,147
Q3739,Bissau,capital city of Guinea-Bissau,155
Q9270,Thimphu,capital of Bhutan,155
Q1354,Dhaka,capital of Bangladesh,189
Q2028,Verona,"city in Veneto, northern Italy",131
Q4141623,Golkonda,"fortified citadel and former city in central Hyderabad, Telangana, India",34
Q3818,Malabo,capital of Equatorial Guinea,144
Q21697151,Q21697151,,1
Q3859,Kigali,capital of Rwanda,148
Q3688,Nouakchott,capital of Mauritania,143
Q836082,Vianden,city in Luxembourg,48
Q22687629,Al-Turaif District,UNESCO world heritge site in Saudi Arabia,5
Q2973,Darmstadt,"city in Hesse, Germany",113
Q404529,Xuchang,"prefecture-level city in Henan, China",42
Q170047,Samarra,city in Iraq,79
Q5867,Vukovar,town in Croatia,68
Q163490,Sidon,"capital city of South Governorate, Lebanon",82
Q729978,Mediolanum,"ancient Milan, an Insubrian, later Roman city",18
Q1184661,Nakijin,"village in Kunigami district, Okinawa prefecture, Japan",14
Q3640,Ankara,capital of Turkey,221
Q61089,Malacca,"state capital of Malacca, Malaysia",71
Q1757,Helsinki,capital of Finland,233
Q471765,Xanadu,former summer capital of Kublai Khan's Yuan Dynasty,43
Q6816,Ulan-Ude,city in eastern Russia,94
Q962410,Trowulan,archaeological site in Indonesia,15
Q1754,Stockholm,capital of Sweden,260
Q406,Istanbul,largest city in Turkey,259
Q126084,Acre,city in Israel,90
Q1930,Ottawa,capital city of Canada,210
Q25286,Uppsala,"city in Uppsala County, Sweden",127
Q132679,Willemstad,capital city of Curaçao,87
Q14859,Ansbach,"town in Bavaria, Germany",73
Q695895,Urasoe,"city in Okinawa Prefecture, Japan",35
Q13670,Syracuse,Italian comune,111
Q26563,Roskilde,city in Denmark,78
Q62677,Karakorum,"first capital of the Mongol empire, established in 1220",55
Q4178,Wetzlar,"seat of Lahn-Dill-Kreis and city in Hesse, Germany",88
Q56037,East Berlin,Soviet sector of Berlin between 1949 and 1990,66
Q61,"Washington, D.C.",capital city of the United States of America,274
Q1764,Reykjavík,capital and largest city in Iceland,200
Q4827751,Avarga,Steppe in Mongolia; first nomadic capital of the Mongol Empire,10
Q170903,Guimarães,municipality and city in Portugal,69
Q107370,Þingvellir,place in southwestern Iceland,60
Q11592,Sonoma,"town in Sonoma County, California, United States",42
Q82070,Tyre,"city in the South Governorate of Lebanon, also an ancient Phoenician city and the legendary birthplace of Europa and Elissa (Dido)",96
Q134279,Luhansk,city in eastern Ukraine,108
Q1194737,Ekallatum,ancient city in upper Mesopotamia,17
Q5680,Nineveh,"ancient Assyrian city, capital of the Neo-Assyrian Empire",82
Q6635525,list of provinces of Balhae,Wikimedia list article,3
Q494786,Ganghwado,island,38
Q2603964,Lo Manthang,village in Nepal,17
Q11947752,Sarakusta,name of the current city of Zaragoza during the Muslim domination of the Iberian Peninsula,2
Q608415,Shuri,city district,16
Q623880,Wiryeseong,human settlement,8
Q283680,Carchemish,Ancient city in Turkey / Syria,41
Q42142,Jeju,city in South Korea,48
Q179046,Fatehpur Sikri,"town in Agra District, Uttar Pradesh, India",74
Q92161,Changchun,"capital city of Jilin Province, China",102
Q253208,Dur-Sharrukin,Assyrian capital in the time of Sargon II,46
Q814388,Bagram,"town in Bagram, Parwan, Afghanistan",41
Q2082,St. John's,"capital city of the province of Newfoundland and Labrador, Canada",87
Q1848,San Marino,capital city of San Marino,125
Q711386,Gungnae,"The second capital of Goguryeo kingdom, Three kingdoms of Korea",14
Q42941,Agra,"city in Uttar Pradesh, India",121
Q27212,Thatta,"city in Sindh, Pakistan",33
Q1863,Andorra la Vella,capital of Andorra,178
Q1153959,Thinis,Ancient Egyptian city,39
Q81581,Szeged,the third largest city of Hungary,104
Q3242297,Old Delhi,"Walled city of Delhi, India",23
Q3856,Nicosia,capital city of Cyprus,188
Q594843,Linjiang,county-level city,19
Q715385,Jolbon,first capital of Goguryeo,10
Q3043,Belmopan,capital of Belize,131
Q412703,Ajdir,small town in northern Morocco,22
Q624467,Hanseongbu,"Regional capital of Joseon (1392-1897), now center of Seoul",4
Q36168,Bridgetown,capital of Barbados,124
Q237614,Nimrud,Assyrian city,57
Q92237,Hsinking,capital of Manchukuo,6
Q1520,Nur-Sultan,capital of Kazakhstan,195
Q1996202,Nong'an,town in China,3
Q2374909,Lokot,"work settlement in Bryansk Oblast, Russia",16
Q588192,Tell Leilan,archaeological site in Syria,24
Q165841,Kar-Tukulti-Ninurta,,7
Q55115,Monaco City,ward in Principality of Monaco,53
Q24008526,Castalla,"capital of Castalla Municipality, Spain",2
Q818368,Samartín del Rei Aurelio,"municipality (consejo) in Asturias, Spain",38
Q820469,Pravia,"municipality (concejo) in Asturias, Spain",36
Q2439624,Selsey,"seaside town and civil parish in West Sussex, England",24
Q22062733,Caldas,municipality in the state of Minas Gerais in the Southeast region of Brazil,27
Q63256193,Tulaytula,city in Al-Andalus; modern Toledo,0
Q2652350,Chaguaramas,town on Trinidad island,9
Q863683,Rajgir,"city in Bihar, India, important place in Buddhism",50
Q169160,Lezhë,"city in Lezhë County, Albania",56
Q174665,Alba Iulia,city in Romania,70
Q4289812,Melnyky,"village in Chyhyryn Raion, Cherkasy Oblast, Ukraine",9
Q567961,Q567961,,8
Q319660,Mbuji-Mayi,capital city of Kasai-Oriental Province in the south-central Democratic Republic of Congo,54
Q10906766,Nanking,Nanjing during the Republic of China period,2
Q145036,Zalavár,village in Hungary,19
Q12492353,Kota Pinang,"village in Kota Pinang, Indonesia",2
Q23436,Edinburgh,"capital city of Scotland, UK",172
Q34779,Dumbarton,"town and burgh in West Dunbartonshire, Scotland, UK",44
Q14317,Oviedo,"municipality of Asturias, Spain",114
Q6501000,Chang'an,ancient city of China,43
Q15253019,Mendenitsa,human settlement in Greece,10
Q2829327,Qaryat al-Faw,An ancient village and the capital of Kinda,9
Q104243944,Q104243944,,0
Q104244415,Q104244415,,0
Q991072,Topola,town and municipality in Serbia,26
Q2002121,Tirzah,ancient Samarian town,17
Q3931,Brandenburg an der Havel,"town in Brandenburg, Germany",79
Q7130963,Pangkalan Kerinci,"district in Pelalawan Regency, Riau Province, Indonesia",4
Q500367,Beni Hammad Fort,fortified palatine city in Algeria,44
Q506739,Limbourg (city),"city in Wallonia, Belgium",33
Q8131,Palembang,"city in South Sumatra, Indonesia",84
Q639876,Durlach,borough of the German city of Karlsruhe,14
Q1132553,Naissaar,island in Estonia,29
Q101186473,Khanbaliq,capital of the Yuan dynasty,28
Q277540,Chan Chan,Archaeological site in Peru,41
Q1757438,Samaria,ancient city on the West Bank,30
Q225515,Cangues d'Onís,"municipality of Asturias, Spain",47
Q7856199,Turquoise Mountain,"the capital of Ghorid dynasty in modern-day Ghor Province,l Afghanistan; destroyed by Tolui, son of Genghis Khan, in the early 1220s",10
Q167394,Kragujevac,city in Serbia,82
Q4164068,Jingzhao,administrative division of China from 1913 to 1928,3
Q798839,Budaun,"city in Uttar Pradesh, India.",33
Q46452338,Canton,Guangzhou during the Republic of China (1912-1949) period,2
Q24841127,Nanjing Fu,,1
Q191718,Berbera,city in the northwestern Berbera District of Somaliland,51
Q3436054,Wahidi Azzan,"village in Shabwah Governorate, Yemen",6
Q232615,Sardis,ancient city at the location of modern Sart,48
Q17094535,Q17094535,village in Belarus,1
Q661046,Devín,borough of Bratislava (Slovakia),22
Q1004257,Vyshhorod,town in Ukraine,44
Q209698,Kolhapur,"city in Maharashtra, India",60
Q2281643,Kalpi,"city in Jalaun district, Jhansi division, Uttar Pradesh, India",29
Q2671184,Mauritsstad,,7
Q21038347,Tihert,Wikimedia disambiguation page,1
Q1258998,Salona,ancient city on the Dalmatian coast,30
Q468920,Stavelot,"city in Wallonia, Belgium",41
Q461922,Bidar,"city in Karnataka, India",43
Q805983,Bamburgh,"village in Northumberland, England",26
Q201631,Orchha,"town in Niwari district, Madhya Pradesh, India",39
Q1836921,Lydenburg,"town in Mpumalanga, South Africa",22
Q7334692,Shuntian Fu,historical city; capital of Ming dynasty and Qing dynasty; current day Beijing,7
Q165204,Mérida,"capital city of Yucatan, Mexico",74
Q756598,Lipova,"town in Arad County, Romania",29
Q36947,Salvador,"municipality and capital city of Bahia State, Brazil",125
Q2486629,Nicoya,"district in Nicoya canton, Guanacaste province, Costa Rica",21
Q265670,Turaŭ,city in Belarus,35
Q154715,Montbéliard,"commune in Doubs, France",65
Q4986157,Bugembe,place in Jinja District,8
Q7951237,Shechem,biblical city,33
Q46451169,Chungking,former English name of Chongqing,1
Q1509463,Vaishali,ancient city in Bihar in India,38
Q192896,Carlisle,"cathedral city in Cumbria, England",71
Q158119,Ramallah,city in the Palestinian National Authority,111
Q134121,Namur,capital of Wallonia,95
Q3929463,Rahayta,human settlement in Eritrea and former sultanate,7
Q7967865,Wanggeom-seong,capital of Gojoseon,3
Q387781,"Świętno, Greater Poland Voivodeship",village of Poland,14
Q6419912,Porbandar,city in Gujarat,52
Q3618115,Kobarid,town in Slovenia,43
Q7841970,Trikuta,Mountain mentioned in Hindu Mythology,5
Q1264412,Dholpur,"city in Dholpur district, Rajasthan, India",29
Q15940691,Shengle,,3
